filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 31371228 CT_Summary_SoE.pdf,Group A (Standard Adjuvant Systemic Chemotherapy),control,1.0,1.0,5.0,10.0,11.0,12.0,21.0,"1 visit for primary resection; 8 cycles of CAPOX chemotherapy (1 visit per 21-day cycle); Follow-up visits at 3, 6, and 12 months.",,2019.0
PMID 31399378 CT_Summary_SoE.pdf,V212 (Inactivated Varicella-Zoster Virus Vaccine),intervention,1.0,1.0,3.0,5.0,5.0,5.0,30.0,"Day 1 (V1), Day 31 (V2), Day 61 (V3), Day 91 (V4), Day 119 (V5)",,2019.0
PMID 31399378 CT_Summary_SoE.pdf,Placebo,control,1.0,1.0,3.0,5.0,5.0,5.0,30.0,"Day 1 (V1), Day 31 (V2), Day 61 (V3), Day 91 (V4), Day 119 (V5)",,2019.0
PMID 31454045 a_Summary_SoE.pdf,Regimen A (Single Myeloablative Consolidation),intervention,3.0,18.0,45.0,81.0,105.0,110.0,21.0,"Induction: 6 cycles of 21 days (chemo Days 1-5, G-CSF labs 2x weekly). Consolidation: 36-day cycle (inpatient stay ~25 days). XRT: 20 daily fractions. Maintenance: 6 cycles of 28 days (Day 1 clinic).",,2019.0
PMID 31454045 a_Summary_SoE.pdf,Regimen B (Tandem Myeloablative Consolidation),intervention,3.0,18.0,45.0,81.0,126.0,130.0,21.0,"Induction: Same as Arm A. Consolidation: Two tandem transplants (HSCT1 ~25 days, HSCT2 ~25 days). XRT: 20 daily fractions. Maintenance: Starts later due to tandem transplant duration.",,2019.0
PMID 31486832 a_Summary_SoE.pdf,Arm A (Sorafenib plus Doxorubicin),intervention,2.0,2.0,7.0,13.0,19.0,26.0,21.0,Day 1 of every 21-day cycle for treatment and labs; Restaging imaging every 2 cycles (6 weeks) performed on a separate day.,,2019.0
PMID 31486832 a_Summary_SoE.pdf,Arm B (Sorafenib alone),control,2.0,2.0,7.0,13.0,19.0,26.0,21.0,Day 1 of every 21-day cycle for clinic assessments and drug supply; Restaging imaging every 2 cycles (6 weeks) performed on a separate day.,,2019.0
PMID 31562799 a_Summary_SoE.pdf,Arm A (Niraparib),intervention,1.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent cycles: Day 1 only. RECIST imaging every 12 weeks.",,2019.0
PMID 31562799 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,5.0,7.0,10.0,13.0,17.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent cycles: Day 1 only. RECIST imaging every 12 weeks.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Triplet Arm (Encorafenib + Binimetinib + Cetuximab),intervention,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits (Days 1, 8, 15, 22) for Cetuximab infusions.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Doublet Arm (Encorafenib + Cetuximab),intervention,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits (Days 1, 8, 15, 22) for Cetuximab infusions.",,2019.0
PMID 31566309 a_Summary_SoE.pdf,Control Arm (Irinotecan/Cetuximab or FOLFIRI/Cetuximab),control,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly visits (Days 1, 8, 15, 22) for Cetuximab infusions.",,2019.0
PMID 31582355 a_Summary_SoE.pdf,Arm A (ONO-4538 / Nivolumab),intervention,1.0,4.0,8.0,14.0,20.0,28.0,42.0,"D1, D15, D29 infusions; D8 labs (Cycle 1 only); D43 assessment/imaging every cycle.",,2019.0
PMID 31582355 a_Summary_SoE.pdf,Arm B (Control - Paclitaxel),control,1.0,5.0,13.0,26.0,39.0,53.0,56.0,Weekly infusions for 6 weeks followed by 2 weeks off; Labs on D43 and D50 of each cycle.,,2019.0
PMID 31590988 a_Summary_SoE.pdf,Durvalumab + platinum-etoposide (EP),intervention,1.0,2.0,5.0,8.0,11.0,15.0,21.0,"q3w for 4 cycles (Days 1, 22, 43, 64), then q4w maintenance (Days 85, 113, 141, 169, 197, 225, 253, 281, 309, 337, 365)",,2019.0
PMID 31590988 a_Summary_SoE.pdf,Durvalumab + tremelimumab + EP,intervention,1.0,2.0,5.0,8.0,11.0,15.0,21.0,"q3w for 4 cycles (Days 1, 22, 43, 64), then q4w maintenance (Days 85, 113, 141, 169, 197, 225, 253, 281, 309, 337, 365)",,2019.0
PMID 31590988 a_Summary_SoE.pdf,EP alone,control,1.0,2.0,5.0,7.0,8.0,8.0,21.0,"q3w for 6 cycles (Days 1, 22, 43, 64, 85, 106), followed by EOT and Safety Follow-up.",,2019.0
PMID 31591063 CT a_Summary_SoE.pdf,Arm A (Erlotinib + Ramucirumab),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of each 14-day cycle,,2019.0
PMID 31591063 CT a_Summary_SoE.pdf,Arm B (Erlotinib + Placebo),control,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of each 14-day cycle,,2019.0
PMID 31618129 a_Summary_SoE.pdf,Arm A (Platinum-doublet chemotherapy alone),control,2.0,2.0,5.0,7.0,9.0,10.0,21.0,"Day 1 of each 21-day cycle for 6 cycles, followed by follow-up visits every 6-9 weeks.",,2019.0
PMID 31618129 a_Summary_SoE.pdf,Arm B (Platinum-doublet chemotherapy plus Bevacizumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle.,,2019.0
PMID 31629060 a_Summary_SoE.pdf,Group A (Darbepoetin alfa),intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Once-every-3-weeks (Q3W) visits for drug administration and assessments.,,2020.0
PMID 31629060 a_Summary_SoE.pdf,Group B (Placebo),control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Once-every-3-weeks (Q3W) visits for placebo administration and assessments.,,2020.0
PMID 31645288 CT_Summary_SoE.pdf,Regional Anesthesia and Analgesia,intervention,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"1 screening visit, 1 surgery day (Day 0), 1 post-operative day (Day 1), and 1 yearly mammogram (Day ~365).",,2019.0
PMID 31645288 CT_Summary_SoE.pdf,General Anesthesia and Opioid Analgesia,control,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"1 screening visit, 1 surgery day (Day 0), 1 post-operative day (Day 1), and 1 yearly mammogram (Day ~365).",,2019.0
PMID 31647503 a_Summary_SoE.pdf,Arm A (Pertuzumab + Trastuzumab + Docetaxel),intervention,2.0,3.0,8.0,13.0,17.0,22.0,21.0,Day 1 of each 21-day cycle for treatment. Additional ECHO/MUGA visits in Cycles 1 and 3 (Days 15-21). Pre-surgery visit at Cycle 4 Day 22. Surgery occurs after Cycle 4.,,2020.0
PMID 31647503 a_Summary_SoE.pdf,Arm B (Placebo + Trastuzumab + Docetaxel),control,2.0,3.0,8.0,13.0,17.0,22.0,21.0,Day 1 of each 21-day cycle for treatment. Additional ECHO/MUGA visits in Cycles 1 and 3 (Days 15-21). Pre-surgery visit at Cycle 4 Day 22. Surgery occurs after Cycle 4.,,2020.0
PMID 31665578 a_Summary_SoE.pdf,Arm 1 (ASP2215 / Gilteritinib),intervention,1.0,6.0,9.0,12.0,15.0,19.0,28.0,"Cycle 1: Days 1, 4, 8, 9, 15; Cycle 2: Days 1, 15; Subsequent Cycles: Day 1.",,2019.0
PMID 31665578 a_Summary_SoE.pdf,Arm 2 (Salvage Chemotherapy),control,1.0,13.0,38.0,72.0,102.0,133.0,28.0,"Cycle 1: Days 1-10 (treatment), Day 15 (assessment); Cycle 2: Days 1-10 (treatment), Day 15 (assessment); Subsequent Cycles: Days 1-10 (treatment).",,2019.0
PMID 31679945 a_Summary_SoE.pdf,Pembrolizumab Monotherapy,intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 3-week cycle.,,2019.0
PMID 31679945 a_Summary_SoE.pdf,Pembrolizumab + Platinum + 5-FU,intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 3-week cycle.,,2019.0
PMID 31679945 a_Summary_SoE.pdf,Cetuximab + Platinum + 5-FU (Standard Treatment),control,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"Days 1, 8, and 15 of each 3-week cycle (Weekly Cetuximab).",,2019.0
PMID 31688884 a_Summary_SoE.pdf,Caspofungin Arm (Experimental),intervention,1.0,21.0,63.0,106.0,106.0,106.0,28.0,Daily IV infusions during the neutropenic period of each chemotherapy course (approx. 21 days per course).,,2019.0
PMID 31688884 a_Summary_SoE.pdf,Fluconazole Arm (Standard),control,1.0,6.0,18.0,31.0,31.0,31.0,28.0,Twice-weekly lab visits during the neutropenic period of each chemotherapy course.,,2019.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 1 (Zoledronic Acid),intervention,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months (Months 9, 12, 15, 18, 21, 24, 27, 30, 33, 36).",,2020.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 2 (Clodronate),control,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months (Months 9, 12, 15, 18, 21, 24, 27, 30, 33, 36).",,2020.0
PMID 31693129 CT_Summary_SoE.pdf,Arm 3 (Ibandronate),intervention,1.0,1.0,3.0,6.0,7.0,8.0,30.0,"Monthly for the first 6 months, then every 3 months (Months 9, 12, 15, 18, 21, 24, 27, 30, 33, 36).",,2020.0
PMID 31725692 CT_Summary_SoE.pdf,Intervention Group (Acetaminophen and Carbohydrate Loading),intervention,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening/Enrollment visit, Surgery Day (Day 1), and a One-week follow-up visit.",,2020.0
PMID 31725692 CT_Summary_SoE.pdf,Control Group (Usual Perioperative Care),control,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening/Enrollment visit, Surgery Day (Day 1), and a One-week follow-up visit.",,2020.0
PMID 31735560 CT_Summary_SoE.pdf,Arm A: IPd (Isatuximab + Pomalidomide + Dexamethasone),intervention,2.0,5.0,9.0,15.0,21.0,29.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Subsequent cycles: Days 1 and 15.",,2019.0
PMID 31735560 CT_Summary_SoE.pdf,Arm B: Pd (Pomalidomide + Dexamethasone),control,2.0,5.0,9.0,12.0,15.0,19.0,28.0,"Cycle 1: Days 1, 8, 15, 22. Cycles 2-3: Days 1 and 15. Cycle 4+: Day 1 only.",,2019.0
PMID 31800611 a_Summary_SoE.pdf,Arm A (Ketorolac),intervention,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Day 0 (Surgery/Infusion), Day 8 (Discharge), Year 1 Follow-up",,2019.0
PMID 31800611 a_Summary_SoE.pdf,Arm B (Placebo),control,1.0,2.0,2.0,2.0,2.0,3.0,0.0,"Screening visit, Day 0 (Surgery/Infusion), Day 8 (Discharge), Year 1 Follow-up",,2019.0
PMID 31806543 CT_Summary_SoE.pdf,Denosumab 120 mg,intervention,3.0,2.0,4.0,7.0,8.0,9.0,28.0,"Q4W (every 4 weeks) for the first 6 months, followed by Q3M (every 3 months) for 54 months.",,2020.0
PMID 31806543 CT_Summary_SoE.pdf,Matching Placebo,control,3.0,2.0,4.0,7.0,8.0,9.0,28.0,"Q4W (every 4 weeks) for the first 6 months, followed by Q3M (every 3 months) for 54 months.",,2020.0
PMID 31810797 CT_Summary_SoE.pdf,Tivozanib Hydrochloride (tivozanib),intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"C1D1, C1D15, then D1 of every subsequent 28-day cycle.",,2020.0
PMID 31810797 CT_Summary_SoE.pdf,Sorafenib,control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"C1D1, C1D15, then D1 of every subsequent 28-day cycle.",,2020.0
PMID 31820339 CT_Summary_SoE.pdf,Arm A (PF-05280586 / rituximab-Pfizer),intervention,1.0,5.0,5.0,6.0,7.0,9.0,7.0,"4 weekly doses (Days 1, 8, 15, 22), followed by visits at Week 5, 13, 26, 39, and 52.",,2020.0
PMID 31820339 CT_Summary_SoE.pdf,Arm B (rituximab-EU / MabThera),control,1.0,5.0,5.0,6.0,7.0,9.0,7.0,"4 weekly doses (Days 1, 8, 15, 22), followed by visits at Week 5, 13, 26, 39, and 52.",,2020.0
PMID 31821109 a_Summary_SoE.pdf,Arm 1 (Chemotherapy Alone - AC→WP),control,3.0,3.0,8.0,17.0,17.0,18.0,14.0,"AC q2w x 4 cycles, then WP weekly x 12 doses.",,2020.0
PMID 31821109 a_Summary_SoE.pdf,Arm 2 (Chemotherapy + Trastuzumab - AC→WP+H→H),intervention,3.0,3.0,8.0,18.0,22.0,28.0,21.0,"AC q2w x 4, then WP+H weekly x 12, then H q3w x 13 doses.",,2020.0
PMID 31924332 CT_Summary_SoE.pdf,Arm A (Trabectedin + DOXIL),intervention,1.0,5.0,13.0,26.0,39.0,53.0,21.0,"Day 1 (Treatment/Labs), Day 8 (Labs), Day 15 (Labs) of each 21-day cycle.",,2020.0
PMID 31924332 CT_Summary_SoE.pdf,Arm B (DOXIL Monotherapy),control,1.0,5.0,13.0,26.0,39.0,53.0,28.0,"Day 1 (Treatment/Labs), Day 8 (Labs), Day 15 (Labs), Day 22 (Labs) of each 28-day cycle.",,2020.0
PMID 31935026 a_Summary_SoE.pdf,Arm A (MEAL Program Intervention),intervention,1.0,1.0,2.0,3.0,4.0,5.0,0.0,Preregistration visit followed by PSA blood draws every 3 months and clinic visits every 6 months.,,2020.0
PMID 31935026 a_Summary_SoE.pdf,Arm B (Control Group),control,1.0,1.0,2.0,3.0,4.0,5.0,0.0,Preregistration visit followed by PSA blood draws every 3 months and clinic visits every 6 months.,,2020.0
PMID 32010577 a_Summary_SoE.pdf,IBI305 + Paclitaxel/Carboplatin,intervention,1.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit per 21-day cycle (Day 1).,,2019.0
PMID 32010577 a_Summary_SoE.pdf,Bevacizumab + Paclitaxel/Carboplatin,control,1.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit per 21-day cycle (Day 1).,,2019.0
PMID 32031887 CT_Summary_SoE.pdf,Arm 1 (Early Palliative Care),intervention,1.0,1.0,4.0,7.0,10.0,14.0,28.0,"Baseline visit at Day 0; Palliative Care (PC) visits every 4 weeks (28 days); Questionnaire assessments at weeks 6, 12, and 24.",,2020.0
PMID 32031887 CT_Summary_SoE.pdf,Arm 2 (Standard Oncology Care),control,1.0,0.0,2.0,3.0,3.0,3.0,0.0,"Baseline visit at Day 0; Questionnaire assessments at weeks 6, 12, and 24.",,2020.0
PMID 32058845 a_Summary_SoE.pdf,Arm 1 (WBRT + Memantine),control,2.0,10.0,11.0,13.0,13.0,14.0,,"10 daily radiation fractions in month 1; assessment visits at months 2, 4, 6, and 12.",,2020.0
PMID 32058845 a_Summary_SoE.pdf,Arm 2 (HA-WBRT + Memantine),intervention,2.0,10.0,11.0,13.0,13.0,14.0,,"10 daily radiation fractions in month 1; assessment visits at months 2, 4, 6, and 12.",,2020.0
PMID 32073956 a_Summary_SoE.pdf,Arm A (Olaparib Monotherapy),intervention,2.0,5.0,7.0,10.0,13.0,17.0,28.0,"Weekly for the first month (Day 1, 8, 15, 22, 29), then every 4 weeks thereafter.",,2020.0
PMID 32073956 a_Summary_SoE.pdf,Arm B (Physician’s Choice Single Agent Chemotherapy),control,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Weekly infusions (Day 1, 8, 15, 22) in 28-day cycles.",,2020.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1A (Etoposide plus ART),intervention,1.0,3.0,7.0,13.0,13.0,14.0,14.0,"Every 2 weeks during treatment steps (Weeks 0-24), with a follow-up assessment at Week 48.",,2020.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1B (Bleomycin and vincristine plus ART),intervention,1.0,3.0,7.0,13.0,13.0,14.0,14.0,"Every 2 weeks during treatment steps (Weeks 0-24), with a follow-up assessment at Week 48.",,2020.0
PMID 32145827 a_Summary_SoE.pdf,Arm 1C (Paclitaxel plus ART),control,1.0,3.0,7.0,13.0,13.0,14.0,14.0,"Every 2 weeks during treatment steps (Weeks 0-24), with a follow-up assessment at Week 48.",,2020.0
PMID 32201234 a_Summary_SoE.pdf,Arm 1: Durvalumab Monotherapy,intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Every 2 weeks (q2w) for 12 months.,,2020.0
PMID 32201234 a_Summary_SoE.pdf,Arm 2: Durvalumab + Tremelimumab,intervention,2.0,2.0,4.0,10.0,17.0,24.0,28.0,"q4w for 12 weeks (4 doses), then q2w for 34 weeks.",,2020.0
PMID 32201234 a_Summary_SoE.pdf,Arm 3: Tremelimumab Monotherapy,intervention,2.0,2.0,4.0,7.0,9.0,11.0,28.0,"q4w for 24 weeks, then q12w for 24 weeks.",,2020.0
PMID 32201234 a_Summary_SoE.pdf,Arm 4: Standard of Care (SoC),control,2.0,5.0,13.0,26.0,39.0,53.0,28.0,"Vinorelbine regimen: Days 1, 8, 15, 22 of a 28-day cycle.",,2020.0
PMID 32213342 a_Summary_SoE.pdf,Arm A (Dara-SC),intervention,2.0,6.0,13.0,19.0,22.0,26.0,28.0,"Cycles 1-2: Weekly (D1, D8, D15, D22); Cycles 3-6: Every 2 weeks (D1, D15); Cycles 7+: Every 4 weeks (D1). Dara-SC arm includes additional PK/Immunogenicity visits on Cycle 1 Day 4 and Cycle 3 Day 4.",,2020.0
PMID 32213342 a_Summary_SoE.pdf,Arm B (Dara-IV),control,2.0,5.0,11.0,17.0,20.0,24.0,28.0,"Cycles 1-2: Weekly (D1, D8, D15, D22); Cycles 3-6: Every 2 weeks (D1, D15); Cycles 7+: Every 4 weeks (D1).",,2020.0
PMID 32259228 a_Summary_SoE.pdf,Arm A (Doxorubicin plus Olaratumab),intervention,2.0,4.0,9.0,18.0,26.0,36.0,21.0,Days 1 and 8 of every 21-day cycle.,,2020.0
PMID 32259228 a_Summary_SoE.pdf,Arm B (Doxorubicin plus Placebo),control,2.0,4.0,9.0,18.0,26.0,36.0,21.0,Days 1 and 8 of every 21-day cycle.,,2020.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 + tremelimumab combination therapy,intervention,1.0,2.0,5.0,9.0,13.0,17.0,28.0,Infusions every 4 weeks (Q4W) on Day 1 of each cycle. Tumor assessments (imaging) every 6 weeks.,,2020.0
PMID 32271377 a_Summary_SoE.pdf,MEDI4736 monotherapy,intervention,1.0,2.0,5.0,9.0,13.0,17.0,28.0,Infusions every 4 weeks (Q4W) on Day 1 of each cycle. Tumor assessments (imaging) every 6 weeks.,,2020.0
PMID 32271377 a_Summary_SoE.pdf,Standard of Care (SoC) Platinum-Based Chemotherapy,control,1.0,4.0,9.0,18.0,26.0,35.0,21.0,Chemotherapy cycles every 3 weeks. Gemcitabine regimens require Day 1 and Day 8 visits per cycle.,,2020.0
PMID 32294530 CT_Summary_SoE.pdf,MEDI4736 Monotherapy (Durvalumab),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,"Infusions every 2 weeks (q2w) starting on Day 0. All assessments (labs, exams) occur on infusion days.",,2020.0
PMID 32294530 CT_Summary_SoE.pdf,MEDI4736 + Tremelimumab Combination,intervention,2.0,3.0,7.0,13.0,20.0,27.0,28.0,"Visits every 2 weeks. Infusions occur every 4 weeks for the first 4 doses, then every 2 weeks. Intermediate visits (Weeks 2, 6, 10, 14) are for labs/assessments only.",,2020.0
PMID 32294530 CT_Summary_SoE.pdf,Standard of Care (SoC),control,2.0,5.0,13.0,26.0,39.0,53.0,7.0,"Weekly infusions (Day 0, 7, 14, 21, 28, etc.) based on standard Cetuximab or Taxane regimens described in the protocol.",,2020.0
PMID 32302702 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Carboplatin + Paclitaxel),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of every 21-day cycle for both induction and maintenance phases.,,2020.0
PMID 32302702 CT_Summary_SoE.pdf,Arm B (Atezolizumab + Carboplatin + nab-Paclitaxel),intervention,2.0,5.0,13.0,17.0,21.0,26.0,21.0,"Induction (C1-C4): Days 1, 8, 15 of every 21-day cycle. Maintenance (C5+): Day 1 of every 21-day cycle.",,2020.0
PMID 32302702 CT_Summary_SoE.pdf,Arm C (Carboplatin + nab-Paclitaxel),control,2.0,5.0,14.0,16.0,18.0,20.0,21.0,"Induction (C1-C4): Days 1, 8, 15 of every 21-day cycle. Maintenance (BSC): Tumor assessments only every 6 weeks.",,2020.0
PMID 32305093 a_Summary_SoE.pdf,acalabrutinib-obinutuzumab,intervention,0.0,0.0,0.0,0.0,0.0,0.0,,Not available in the provided document,,2020.0
PMID 32305093 a_Summary_SoE.pdf,acalabrutinib monotherapy,intervention,0.0,0.0,0.0,0.0,0.0,0.0,,Not available in the provided document,,2020.0
PMID 32305093 a_Summary_SoE.pdf,obinutuzumab-chlorambucil,control,0.0,0.0,0.0,0.0,0.0,0.0,,Not available in the provided document,,2020.0
PMID 32343890 a_Summary_SoE.pdf,Arm A (Olaparib),intervention,2.0,2.0,4.0,7.0,8.0,10.0,28.0,"Visits occur every 4 weeks (Weeks 0, 4, 8, 12, 16, 20, 24) for the first 6 months, then every 8 weeks thereafter (Weeks 32, 40, 48).",,2020.0
PMID 32343890 a_Summary_SoE.pdf,Arm B (Investigator's Choice: Enzalutamide or Abiraterone),control,2.0,2.0,4.0,7.0,8.0,10.0,28.0,"Visits occur every 4 weeks (Weeks 0, 4, 8, 12, 16, 20, 24) for the first 6 months, then every 8 weeks thereafter (Weeks 32, 40, 48).",,2020.0
PMID 32372176 CT_Summary_SoE.pdf,Arm A (Testosterone Topical Gel),intervention,2.0,1.0,2.0,3.0,3.0,3.0,90.0,"Screening (Day -30 to -1), Baseline Start (Day 1), Treatment Start (Day 8), Month 3 (Day 90), Month 6 (Day 180).",,2021.0
PMID 32372176 CT_Summary_SoE.pdf,Arm B (Placebo Topical Gel),control,2.0,1.0,2.0,3.0,3.0,3.0,90.0,"Screening (Day -30 to -1), Baseline Start (Day 1), Treatment Start (Day 8), Month 3 (Day 90), Month 6 (Day 180).",,2021.0
PMID 32372176 CT_Summary_SoE.pdf,Arm C (Testosterone Subcutaneous Pellet),intervention,2.0,1.0,2.0,3.0,3.0,3.0,90.0,"Screening (Day -30 to -1), Baseline Start (Day 1), First Insertion (Day 8), Second Insertion (Day 90), Month 6 Visit (Day 180).",,2021.0
PMID 32372176 CT_Summary_SoE.pdf,Arm D (Placebo Subcutaneous Pellet),control,2.0,1.0,2.0,3.0,3.0,3.0,90.0,"Screening (Day -30 to -1), Baseline Start (Day 1), First Insertion (Day 8), Second Insertion (Day 90), Month 6 Visit (Day 180).",,2021.0
PMID 32379269 a_Summary_SoE.pdf,Olanzapine,intervention,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening visit (Prior to Registration), Day 1 (Randomization and Drug Dispensing), and Day 8 (End of Study Assessments).",,2020.0
PMID 32379269 a_Summary_SoE.pdf,Placebo,control,1.0,2.0,2.0,2.0,2.0,2.0,0.0,"Screening visit (Prior to Registration), Day 1 (Randomization and Drug Dispensing), and Day 8 (End of Study Assessments).",,2020.0
PMID 32402160 a_Summary_SoE.pdf,Arm A (Atezolizumab + Bevacizumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle,,2020.0
PMID 32402160 a_Summary_SoE.pdf,Arm B (Sorafenib),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 21-day cycle,,2020.0
PMID 32416072 CT a_Summary_SoE.pdf,Arm A (AG-120 / Ivosidenib),intervention,2.0,3.0,7.0,11.0,15.0,20.0,28.0,Cycles 1-3: Days 1 and 15; Cycle 4+: Day 1 only.,,2020.0
PMID 32416072 CT a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,3.0,7.0,11.0,15.0,20.0,28.0,Cycles 1-3: Days 1 and 15; Cycle 4+: Day 1 only.,,2020.0
PMID 32416073 CT_Summary_SoE.pdf,Investigational Arm (SHR-1210),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of each 2-week cycle,,2020.0
PMID 32416073 CT_Summary_SoE.pdf,Control Arm (Docetaxel),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of each 3-week cycle,,2020.0
PMID 32416073 CT_Summary_SoE.pdf,Control Arm (Irinotecan),control,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Day 1 of each 2-week cycle,,2020.0
PMID 32416780 a_Summary_SoE.pdf,Arm A (Atezolizumab + Platinum/Gemcitabine),intervention,2.0,5.0,11.0,20.0,28.0,38.0,21.0,"Day 1 (Atezolizumab + Platinum + Gemcitabine), Day 8 (Gemcitabine) every cycle. Day 15 (Labs only) in Cycles 1 and 2 only.",,2020.0
PMID 32416780 a_Summary_SoE.pdf,Arm B (Atezolizumab Monotherapy),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 (Atezolizumab) every cycle.,,2020.0
PMID 32416780 a_Summary_SoE.pdf,Arm C (Placebo + Platinum/Gemcitabine),control,2.0,5.0,11.0,20.0,28.0,38.0,21.0,"Day 1 (Placebo + Platinum + Gemcitabine), Day 8 (Gemcitabine) every cycle. Day 15 (Labs only) in Cycles 1 and 2 only.",,2020.0
PMID 32437507 a_Summary_SoE.pdf,Arm A (Nivolumab Monotherapy),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Nivolumab 3 mg/kg IV every 2 weeks (q2w).,,2020.0
PMID 32437507 a_Summary_SoE.pdf,Arm B (Bevacizumab Monotherapy),control,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Bevacizumab 10 mg/kg IV every 2 weeks (q2w).,,2020.0
PMID 32437507 a_Summary_SoE.pdf,Arm C (Nivolumab + Ipilimumab Combination),intervention,2.0,2.0,5.0,11.0,18.0,25.0,21.0,"Combination phase: every 3 weeks for 4 doses (Weeks 1, 4, 7, 10). Maintenance phase: Nivolumab monotherapy every 2 weeks starting at Week 13.",,2020.0
PMID 32459600 a_Summary_SoE.pdf,Arm A (Acalabrutinib monotherapy),intervention,1.0,4.0,8.0,14.0,15.0,16.0,28.0,"C1: D1, 8, 15; C2-6: D1, 15; C7: D1; Q12W thereafter: D1.",,2020.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Idelalisib plus Rituximab),control,1.0,4.0,8.0,14.0,15.0,16.0,28.0,"C1: D1, 8, 15; C2-6: D1, 15; C7: D1; Q12W thereafter: D1.",,2020.0
PMID 32459600 a_Summary_SoE.pdf,Arm B (Bendamustine plus Rituximab),control,1.0,6.0,10.0,15.0,16.0,17.0,28.0,"C1: D1, 2, 8, 15; C2-6: D1, 2; Q12W follow-up thereafter: D1.",,2020.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 1 (IV pulse actinomycin-D),control,1.0,3.0,7.0,13.0,16.0,19.0,14.0,Day 1 of each 14-day cycle for drug administration and assessments.,,2020.0
PMID 32460997 CT_Summary_SoE.pdf,Regimen 2 (IV methotrexate 5-day),intervention,1.0,12.0,35.0,65.0,68.0,71.0,14.0,"Days 1, 2, 3, 4, and 5 of each 14-day cycle for drug administration.",,2020.0
PMID 32469183 a_Summary_SoE.pdf,Arm A (Relugolix),intervention,1.0,5.0,7.0,10.0,13.0,16.0,28.0,"Weekly for the first month (Day 1, 4, 15, 22, 29), then every 4 weeks thereafter.",,2020.0
PMID 32469183 a_Summary_SoE.pdf,Arm B (Leuprolide Acetate),control,1.0,5.0,7.0,10.0,13.0,16.0,84.0,"Weekly for the first month (Day 1, 4, 15, 22, 29), then every 4 weeks thereafter for monitoring, with injections every 12 weeks.",,2020.0
